cycle theoreticalDist theoreticalMaxDist average standardDeviation
10 19.9933 25.7571 19.9932 0.748813
11 21.3937 28.1522 21.3936 0.828539
12 22.7101 30.5163 22.71 0.906566
13 23.9475 32.8495 23.9474 0.982659
14 25.1107 35.1525 25.1105 1.05669
15 26.204 37.4255 26.2039 1.12849
16 27.2318 39.669 27.2316 1.19796
17 28.1979 41.8833 28.1977 1.26505
18 29.106 44.0688 29.1058 1.32974
19 29.9596 46.2259 29.9594 1.39201
20 30.7621 48.355 30.7618 1.45188
21 31.5163 50.4564 31.516 1.50935
22 32.2254 52.5304 32.225 1.56444
23 32.8918 54.5775 32.8915 1.61723
24 33.5183 56.598 33.5179 1.66772
25 34.1072 58.5922 34.1068 1.716
26 34.6608 60.5605 34.6603 1.76213
27 35.1811 62.5033 35.1807 1.80615
28 35.6703 64.4207 35.6698 1.84812
29 36.1301 66.3132 36.1296 1.88812
30 36.5623 68.1812 36.5617 1.92622
31 36.9685 70.0248 36.968 1.96247
32 37.3504 71.8445 37.3499 1.99697
33 37.7094 73.6405 37.7088 2.02978
34 38.0468 75.4132 38.0463 2.06096
35 38.364 77.1628 38.3635 2.09057
36 38.6622 78.8897 38.6616 2.11868
37 38.9424 80.5941 38.9419 2.14534
38 39.2059 82.2764 39.2054 2.17064
39 39.4535 83.9368 39.453 2.19463
40 39.6863 85.5756 39.6858 2.21736
41 39.9051 87.1932 39.9046 2.23891
42 40.1108 88.7896 40.1103 2.25933
43 40.3042 90.3654 40.3036 2.27866
44 40.4859 91.9206 40.4854 2.29695
45 40.6568 93.4557 40.6562 2.31427
46 40.8174 94.9707 40.8168 2.33066
47 40.9683 96.4661 40.9678 2.34616
48 41.1102 97.9421 41.1097 2.36081
49 41.2436 99.3988 41.2431 2.37465
50 41.369 100.837 41.3685 2.38774
firstSpeed 2.7
1 2.7 2.835 2.69999 0.0550907
2 5.238 5.63315 5.23803 0.1188
3 7.62372 8.39491 7.62373 0.191477
4 9.8663 11.1208 9.86628 0.270077
5 11.9743 13.8112 11.9744 0.352474
6 13.9559 16.4667 13.956 0.437032
7 15.8185 19.0876 15.8187 0.522577
8 17.5694 21.6745 17.5698 0.608354
9 19.2152 24.2277 19.2158 0.693578
10 20.7623 26.7477 20.7629 0.777729
11 22.2166 29.235 22.2174 0.860457
12 23.5836 31.69 23.5846 0.941451
13 24.8686 34.113 24.8698 1.02045
14 26.0765 36.5045 26.0778 1.09727
15 27.2119 38.865 27.2134 1.17174
16 28.2792 41.1947 28.2808 1.24382
17 29.2824 43.4942 29.2842 1.31344
18 30.2255 45.7638 30.2273 1.38053
19 31.1119 48.0038 31.1139 1.44512
20 31.9452 50.2148 31.9473 1.50719
21 32.7285 52.397 32.7307 1.56676
22 33.4648 54.5508 33.4671 1.62387
23 34.1569 56.6767 34.1593 1.67857
24 34.8075 58.7749 34.8099 1.73091
25 35.419 60.8458 35.4215 1.78093
26 35.9939 62.8898 35.9964 1.82872
27 36.5343 64.9072 36.5368 1.87433
28 37.0422 66.8984 37.0447 1.91783
29 37.5197 68.8638 37.5222 1.95928
30 37.9685 70.8035 37.9711 1.99876
31 38.3904 72.7181 38.393 2.03634
32 38.787 74.6077 38.7897 2.0721
33 39.1597 76.4728 39.1625 2.10611
34 39.5102 78.3137 39.513 2.13842
35 39.8396 80.1306 39.8424 2.16911
36 40.1492 81.9239 40.1521 2.19826
37 40.4402 83.6939 40.4432 2.22592
38 40.7138 85.4409 40.7168 2.25215
39 40.971 87.1652 40.974 2.27703
40 41.2127 88.867 41.2158 2.30062
41 41.44 90.5467 41.4431 2.32297
42 41.6536 92.2046 41.6567 2.34415
43 41.8544 93.841 41.8575 2.36421
44 42.0431 95.456 42.0463 2.3832
45 42.2205 97.0501 42.2238 2.40117
46 42.3873 98.6235 42.3906 2.41816
47 42.544 100.176 42.5474 2.43422
48 42.6914 101.709 42.6947 2.44941
49 42.8299 103.222 42.8333 2.46378
50 42.9601 104.715 42.9635 2.47736
firstSpeed 2.8
1 2.8 2.94 2.80001 0.0571531
2 5.432 5.84178 5.43206 0.123216
3 7.90608 8.70584 7.90623 0.198655
4 10.2317 11.5327 10.2319 0.280127
5 12.4178 14.3227 12.4182 0.36545
6 14.4727 17.0765 14.4733 0.453034
7 16.4044 19.7945 16.4051 0.541771
8 18.2201 22.4772 18.221 0.630714
9 19.9269 25.125 19.9279 0.719199
10 21.5313 27.7384 21.5323 0.80657
11 23.0394 30.3178 23.0404 0.892463
12 24.4571 32.8637 24.4581 0.976539
13 25.7896 35.3764 25.7908 1.05859
14 27.0423 37.8565 27.0436 1.1384
15 28.2197 40.3044 28.2211 1.21583
16 29.3265 42.7204 29.3281 1.29077
17 30.3669 45.1051 30.3686 1.36314
18 31.3449 47.4587 31.3466 1.43292
19 32.2642 49.7817 32.266 1.50012
20 33.1284 52.0746 33.1302 1.5647
21 33.9407 54.3376 33.9426 1.62668
22 34.7042 56.5712 34.7063 1.68613
23 35.422 58.7758 35.4241 1.74306
24 36.0967 60.9517 36.0989 1.79752
25 36.7309 63.0993 36.7332 1.84957
26 37.327 65.2191 37.3295 1.8993
27 37.8874 67.3112 37.8899 1.94675
28 38.4141 69.3762 38.4168 1.99202
29 38.9093 71.4143 38.912 2.03516
30 39.3747 73.4259 39.3775 2.07624
31 39.8123 75.4113 39.815 2.11534
32 40.2235 77.371 40.2263 2.15252
33 40.6101 79.3052 40.6129 2.18787
34 40.9735 81.2142 40.9763 2.22146
35 41.3151 83.0984 41.3179 2.25337
36 41.6362 84.9581 41.639 2.28366
37 41.938 86.7937 41.9409 2.31241
38 42.2217 88.6054 42.2246 2.33968
39 42.4884 90.3935 42.4913 2.36554
40 42.7391 92.1584 42.742 2.39005
41 42.9748 93.9003 42.9777 2.41326
42 43.1963 95.6196 43.1992 2.43525
43 43.4045 97.3166 43.4074 2.45605
44 43.6002 98.9915 43.6032 2.47574
45 43.7842 100.645 43.7871 2.49437
46 43.9572 102.276 43.9601 2.512
47 44.1197 103.887 44.1227 2.52868
48 44.2726 105.476 44.2755 2.54445
49 44.4162 107.045 44.4191 2.55936
50 44.5512 108.593 44.5542 2.57346
firstSpeed 2.9
1 2.9 3.045 2.89995 0.0592173
2 5.626 6.05042 5.62586 0.127717
3 8.18844 9.01676 8.18811 0.205997
4 10.5971 11.9445 10.5966 0.290658
5 12.8613 14.8343 12.8606 0.379284
6 14.9896 17.6864 14.9888 0.470312
7 16.9902 20.5015 16.9893 0.562406
8 18.8708 23.28 18.8698 0.654739
9 20.6386 26.0223 20.6374 0.746455
10 22.3003 28.729 22.2989 0.837038
11 23.8623 31.4006 23.8608 0.926035
12 25.3305 34.0374 25.329 1.01317
13 26.7107 36.6399 26.7091 1.09818
14 28.008 39.2086 28.0064 1.18086
15 29.2276 41.7438 29.2258 1.26102
16 30.3739 44.2462 30.3721 1.33856
17 31.4515 46.716 31.4496 1.41348
18 32.4644 49.1537 32.4625 1.48569
19 33.4165 51.5597 33.4146 1.55519
20 34.3115 53.9344 34.3095 1.62202
21 35.1528 56.2782 35.1508 1.68617
22 35.9437 58.5916 35.9416 1.74769
23 36.687 60.8749 36.685 1.80658
24 37.3858 63.1286 37.3837 1.86294
25 38.0427 65.3529 38.0406 1.91682
26 38.6601 67.5483 38.658 1.9683
27 39.2405 69.7152 39.2384 2.01744
28 39.7861 71.8539 39.7839 2.06431
29 40.2989 73.9648 40.2968 2.10898
30 40.781 76.0482 40.7788 2.15152
31 41.2341 78.1046 41.232 2.19199
32 41.6601 80.1342 41.6579 2.23049
33 42.0605 82.1375 42.0583 2.26709
34 42.4368 84.1147 42.4347 2.30186
35 42.7906 86.0662 42.7884 2.33489
36 43.1232 87.9924 43.121 2.36624
37 43.4358 89.8935 43.4336 2.39599
38 43.7297 91.7698 43.7274 2.42422
39 44.0059 93.6218 44.0037 2.45099
40 44.2655 95.4498 44.2633 2.47636
41 44.5096 97.2539 44.5074 2.50039
42 44.739 99.0346 44.7368 2.52317
43 44.9547 100.792 44.9524 2.54473
44 45.1574 102.527 45.1551 2.56514
45 45.3479 104.239 45.3457 2.58444
46 45.5271 105.929 45.5248 2.60271
47 45.6954 107.597 45.6931 2.61999
48 45.8537 109.243 45.8514 2.63633
49 46.0025 110.868 46.0002 2.65179
50 46.1423 112.472 46.14 2.6664
firstSpeed 3
1 3 3.15 2.99995 0.0612137
2 5.82 6.25905 5.81999 0.131968
3 8.4708 9.32768 8.47083 0.212789
4 10.9626 12.3564 10.9626 0.30002
5 13.3048 15.3458 13.3048 0.391394
6 15.5065 18.2963 15.5065 0.485259
7 17.5761 21.2084 17.5761 0.580263
8 19.5216 24.0827 19.5215 0.675466
9 21.3503 26.9197 21.3502 0.770146
10 23.0692 29.7197 23.0691 0.863743
11 24.6851 32.4833 24.685 0.955795
12 26.204 35.2111 26.2038 1.0459
13 27.6317 37.9033 27.6315 1.13383
14 28.9738 40.5606 28.9735 1.21935
15 30.2354 43.1833 30.235 1.3023
16 31.4213 45.7719 31.4208 1.38256
17 32.536 48.3269 32.5354 1.46007
18 33.5838 50.8486 33.5832 1.53483
19 34.5688 53.3376 34.5681 1.60677
20 35.4947 55.7942 35.4939 1.67589
21 36.365 58.2189 36.3642 1.74228
22 37.1831 60.612 37.1822 1.80596
23 37.9521 62.9741 37.9512 1.86694
24 38.675 65.3054 38.674 1.92525
25 39.3545 67.6064 39.3535 1.98101
26 39.9932 69.8776 39.9921 2.03428
27 40.5936 72.1191 40.5925 2.08511
28 41.158 74.3316 41.1568 2.13357
29 41.6885 76.5153 41.6873 2.17974
30 42.1872 78.6706 42.1859 2.2237
31 42.656 80.7979 42.6546 2.26553
32 43.0966 82.8975 43.0952 2.30532
33 43.5108 84.9698 43.5094 2.34316
34 43.9002 87.0152 43.8987 2.37911
35 44.2662 89.034 44.2647 2.41326
36 44.6102 91.0266 44.6088 2.44568
37 44.9336 92.9932 44.9321 2.47645
38 45.2376 94.9343 45.2361 2.50564
39 45.5233 96.8502 45.5218 2.53331
40 45.7919 98.7411 45.7904 2.55955
41 46.0444 100.607 46.0429 2.5844
42 46.2817 102.45 46.2803 2.60796
43 46.5048 104.268 46.5034 2.63026
44 46.7145 106.062 46.7131 2.65138
45 46.9117 107.833 46.9102 2.67135
46 47.097 109.582 47.0955 2.69026
47 47.2712 111.307 47.2697 2.70814
48 47.4349 113.01 47.4334 2.72505
49 47.5888 114.691 47.5873 2.74103
50 47.7335 116.35 47.732 2.75614
